195.5.158.52|Сымай 12   Пт   11:26|Mozilla/4.0 (compatible; MSIE 5.0; Windows 98; DigExt)
194.8.167.250|Сымай 12   Пт   1:29|Mozilla/4.0 (compatible; MSIE 5.0; Windows 98; DigExt)
194.8.167.250|Сымай 12   Пт   1:29|Mozilla/4.0 (compatible; MSIE 5.0; Windows 98; DigExt)
212.46.197.204|Сымай 15   Пн   7:53|Mozilla/4.0 (compatible; MSIE 5.0; Windows 95; DigExt)
195.5.158.53|Сымай 16   Вт   13:29|Mozilla/4.0 (compatible; MSIE 5.0; Windows 98; DigExt)
212.48.199.36|Сымай 26   Пт   12:17|Mozilla/4.0 (compatible; MSIE 5.0; Windows 98; DigExt)
195.5.158.50|Теплюнь 2   Пт   21:43|Mozilla/4.0 (compatible; MSIE 5.0; Windows 98; DigExt)
194.67.46.156|Теплюнь 5   Пн   1:20|Mozilla/4.0 (compatible; MSIE 5.0; Windows 98; DigExt)
212.48.199.113|Теплюнь 8   Чт   15:54|Mozilla/4.0 (compatible; MSIE 5.0; Windows 98; DigExt)
195.5.158.50|Теплюнь 10   Сб   11:32|Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)
207.232.20.130|Теплюнь 13   Вт   14:38|Mozilla/4.0 (compatible; MSIE 4.01; Windows 98)
195.131.5.35|Теплюнь 20   Вт   13:1|Mozilla/4.61 [en] (WinNT; I)
195.5.158.51|Жарюль 29   Сб   14:20|Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)
195.122.226.47|Авгрусть 11   Пт   19:42|Mozilla/4.0 (compatible; MSIE 5.01; Windows NT)
195.248.174.241|Авгрусть 14   Пн   8:41|Mozilla/4.0 (compatible; MSIE 5.0; Windows 98; DigExt)
|Авгрусть 31   Чт   17:15|Mozilla/4.0 (compatible; MSIE 5.0; Windows 98; DigExt)
|Свистябрь 14   Чт   16:24|Mozilla/4.0 (compatible; MSIE 5.0; Windows 98; DigExt)
|Свистябрь 18   Пн   2:42|Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)
|Моктябрь 6   Пт   14:34|Mozilla/4.0 (compatible; MSIE 5.0; Windows 98; DigExt)
|Гноябрь 3   Пт   21:6|Mozilla/4.0 (compatible; MSIE 5.0; Windows 95; DigExt)
|Гноябрь 18   Сб   20:32|
|Гноябрь 22   Ср   21:22|Mozilla/4.0 (compatible; MSIE 5.0; Windows 98; DigExt)
|Дубабрь 23   Сб   20:28|Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)
|Дубабрь 28   Чт   23:35|Mozilla/4.0 (compatible; MSIE 5.0; Windows 95; DigExt)
|Дубабрь 30   Сб   1:18|Mozilla/4.0 (compatible; MSIE 5.0; Windows 98; DigExt)
|Пьянварь 14   Вс   5:11|Mozilla/4.0 (compatible; MSIE 5.0; Windows 98; DigExt)
|Пьянварь 30   Вт   21:20|Googlebot/2.1 (+http://www.googlebot.com/bot.html)
|Фигвраль 5   Пн   5:10|Mozilla/4.0 (compatible; MSIE 5.0; Windows 98; DigExt)
|Фигвраль 12   Пн   24:38|Mozilla/4.0 (compatible; MSIE 5.0; Windows 98; DigExt; AIRF)
|Фигвраль 19   Пн   17:13|Mozilla/4.0 (compatible; MSIE 5.5; Windows 98; Win 9x 4.90)
|Фигвраль 23   Пт   11:18|Mozilla/4.0 (compatible; MSIE 5.0; Windows NT; DigExt)
|Кошмарт 6   Вт   21:29|Mozilla/4.0 (compatible; MSIE 5.5; Windows 98; Win 9x 4.90)
|Кошмарт 6   Вт   21:34|Mozilla/4.0 (compatible; MSIE 5.5; Windows 98; Win 9x 4.90)
|Кошмарт 15   Чт   14:54|Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)
|Кошмарт 15   Чт   14:54|Mozilla/4.0 (compatible; MSIE 5.01; Windows NT 5.0)
|Кошмарт 24   Сб   21:28|Mozilla/4.0 (compatible; MSIE 5.5; Windows 98; Win 9x 4.90)
|Кошмарт 24   Сб   21:30|Mozilla/4.0 (compatible; MSIE 5.5; Windows 98; Win 9x 4.90)
|Сопрель 8   Вс   13:42|Mozilla/4.0 (compatible; MSIE 5.0; Windows 98; DigExt)
|Сопрель 8   Вс   13:42|Mozilla/4.0 (compatible; MSIE 5.0; Windows 98; DigExt)
|Сопрель 14   Сб   9:48|Googlebot/2.1 (+http://www.googlebot.com/bot.html)
|Сымай 4   Пт   4:15|Mozilla/4.0 (compatible; MSIE 5.01; Windows 95; QXW0332l)
|Сымай 9   Ср   4:13|Googlebot/2.1 (+http://www.googlebot.com/bot.html)
|Сымай 20   Вс   19:15|Mozilla/4.0 (compatible; MSIE 5.5; Windows 98)
|Теплюнь 2   Сб   15:44|Mozilla/4.0 (compatible; MSIE 5.5; Windows 98; Win 9x 4.90)
